"","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","numGroups","rankPoints","revives","roadKills","teamKills","vehicleDestroys","weaponsAcquired","winPoints","Distance"
"longestKill",0.281808883797357,0.416787425571611,0.545421490435507,0.503184726130573,0.414814968003648,0.268222434291029,-0.544361700219112,0.00957833335337203,0.598306626390873,0.511106365424545,1,0.0653171640745607,-0.00337282249830026,0.0253170534023045,0.183452847121042,0.0280385423065554,0.00545466058026168,0.0823917319804789,0.273480629345238,-0.00985154305922862,0.360664214621954
"matchDuration",0.00357143779731183,0.0782480082448073,0.0158443052701106,0.00236072488114075,-0.00859158100383308,0.126761378659502,-0.00770854363043324,-0.116472554699338,-0.012287433671985,-0.0243207616544026,0.0653171640745607,1,-0.0566169876759162,0.107985798684068,0.0269809996322131,0.0374891444061699,0.0532340225506896,0.0662009430166613,0.167636463860617,-0.106351254534416,0.343983070895763
"numGroups",-0.00159611101411013,-0.00690817699025908,0.00293235155224281,-0.00583964300032758,0.00254042195251257,-0.00426066395467893,0.0437923409162241,0.095892473245963,0.00524466981249387,0.00355605906866642,-0.00337282249830026,-0.0566169876759162,1,-0.0921262321797104,-0.00401835360490965,-0.00354963502358565,-0.00899923969408726,-0.00506064673345437,-0.00833514784919489,0.0912645762946524,-0.027397607910573
"rankPoints",-0.00451812671014401,0.0290110349614892,0.00266411890283114,0.0155860683678267,0.00691191599323009,0.0294739607893533,-0.0194552187141131,-0.97518830326833,0.0114917014592494,0.00580009868733217,0.0253170534023045,0.107985798684068,-0.0921262321797104,1,0.0117433303938803,0.00366628762649275,0.0430095017024587,0.0161176119872922,0.0256383936490014,-0.993541203631451,0.0519386930042122
"revives",0.19567279567513,0.28599939772557,0.278499706680935,0.259700800551875,0.171769920872767,0.2514366046147,-0.303027180383407,0.00239118471856681,0.284450622408391,0.247223084124,0.183452847121042,0.0269809996322131,-0.00401835360490965,0.0117433303938803,1,0.0116203191863908,0.0297461591261486,0.0355861837276238,0.195634452281267,-0.00548582910237137,0.215556514971929
"roadKills",0.0147302247982938,0.0288379996194696,0.0434355202274608,0.0444852318029864,0.0125948659188319,0.0246188216372962,-0.0459499325010048,-0.00146311528795705,0.0508444956113397,0.0493138758964466,0.0280385423065554,0.0374891444061699,-0.00354963502358565,0.00366628762649275,0.0116203191863908,1,0.00749201797904947,0.0165806972816328,0.0211044766869877,-0.0023318623338537,0.0657486843517398
"teamKills",0.000492827134807668,0.0143376971236788,0.0138078824702775,0.0681993510417915,0.00876995754145733,0.0324068153843776,-0.0379940880875514,-0.0428038194427101,0.0161043435656246,0.0254232249534596,0.00545466058026168,0.0532340225506896,-0.00899923969408726,0.0430095017024587,0.0297461591261486,0.00749201797904947,1,0.111451500174197,0.0295856606275765,-0.0437685365040452,0.0408114492740434
"vehicleDestroys",0.0564609841512636,0.0825515281133181,0.0758324890459487,0.0549197569745268,0.0361565288686907,0.0600394311736024,-0.0696273668263481,-0.0116209131616481,0.0768638504510813,0.0612560361308249,0.0823917319804789,0.0662009430166613,-0.00506064673345437,0.0161176119872922,0.0355861837276238,0.0165806972816328,0.111451500174197,1,0.0665539848620581,-0.0135114976975644,0.120409200811115
"weaponsAcquired",0.218725875994327,0.439536852580409,0.299093468918541,0.233803025602018,0.170970867305255,0.326512436479772,-0.477342583025305,-0.0113726030830608,0.272019163975855,0.249234222573919,0.273480629345238,0.167636463860617,-0.00833514784919489,0.0256383936490014,0.195634452281267,0.0211044766869877,0.0295856606275765,0.0665539848620581,1,-0.0145661207768946,0.533652980680266
"winPoints",0.0179216774997254,-0.0131254930988505,0.0170415619800128,0.000700848442482287,0.00461716121934562,-0.0196241453738813,0.00200000331551171,0.983369184730713,0.00640735968343475,0.00785201524986469,-0.00985154305922862,-0.106351254534416,0.0912645762946524,-0.993541203631451,-0.00548582910237137,-0.0023318623338537,-0.0437685365040452,-0.0135114976975644,-0.0145661207768946,1,-0.0364264334369507
"Distance",0.254165236577597,0.582193830593057,0.314464732249838,0.230230773385107,0.178396121416403,0.448297915830598,-0.476381743873799,-0.0334041873015959,0.280593609485927,0.233449861273374,0.360664214621954,0.343983070895763,-0.027397607910573,0.0519386930042122,0.215556514971929,0.0657486843517398,0.0408114492740434,0.120409200811115,0.533652980680266,-0.0364264334369507,1
