"","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","numGroups","rankPoints","revives","roadKills","teamKills","vehicleDestroys","weaponsAcquired","winPoints","Distance"
"longestKill",0.259262960209588,0.429897005956459,0.588425673959053,0.515530746337704,0.475246248713963,0.258889692442237,-0.538546051521248,0.0144966062940243,0.628715371330737,0.527077535357502,1,0.0528776783998112,-0.0111450257827006,0.0139389317658957,0.177477767999279,0.0294526003669588,0.00803026332624882,0.0939196595954026,0.271098506171327,-0.0021927092847766,0.347870581865203
"matchDuration",0.00687667854563602,0.0553554580826387,0.0084282901808372,0.00698768010963433,-0.00393866712754085,0.101087046043505,-0.00910262363617381,-0.0946614362111843,-0.0123399974950272,-0.0227718425168393,0.0528776783998112,1,-0.140486489673969,0.0905741488060287,0.0294111245217225,0.0434790748348891,0.0555188561293419,0.0655409516888365,0.138748377788826,-0.0907825997006615,0.323337566880251
"numGroups",0.00356735392198645,-0.0217903982233652,0.00435311792669714,0.00538337822285643,-0.00479286010956542,-0.0156445407340538,0.0791446313097487,-0.132620067707812,0.00902838022230009,0.0102593461339613,-0.0111450257827006,-0.140486489673969,1,0.155045033853763,-0.00378849875258407,-0.00657019403194224,-0.00284101034185335,-0.00986891819421017,-0.0219035904191207,-0.147666748933718,-0.0674738680472315
"rankPoints",-0.0146591398526443,0.0195017828361167,-0.00148202821026873,0.0139437848424028,0.00214775142245281,0.0185962617792262,0.00497259272000473,-0.979527516162078,0.00838909659546369,0.00738260366022813,0.0139389317658957,0.0905741488060287,0.155045033853763,1,0.00903923989489143,-0.00206538893759107,0.0464868272610489,0.0142519538039272,0.0114407315394241,-0.993910892266898,0.0284291448864109
"revives",0.142397484207297,0.259460239956425,0.279834965046243,0.306272664847324,0.171162568459618,0.225684401897622,-0.281339158359754,0.00129824420366341,0.282953916030242,0.247217463018844,0.177477767999279,0.0294111245217225,-0.00378849875258407,0.00903923989489143,1,0.0182292956334564,0.0390408493919571,0.0432805326839695,0.175248819082045,-0.00466801583715653,0.198977030706347
"roadKills",0.0162588055802322,0.0378528635423474,0.0667483081274686,0.0619842440561022,0.0223311488620835,0.031851106292746,-0.0645875040171857,0.0045774679431445,0.0763884924143453,0.0835369401157808,0.0294526003669588,0.0434790748348891,-0.00657019403194224,-0.00206538893759107,0.0182292956334564,1,0.0120808744858851,0.0217938869203533,0.0313225437032331,0.00322412060160504,0.0859490652057196
"teamKills",-0.0109952023965591,0.0101226206886825,0.0144291199145167,0.0637151702550679,0.00936277272269796,0.0358880094309167,-0.0498252378210349,-0.043937962866557,0.0203036734105983,0.0378744178952918,0.00803026332624882,0.0555188561293419,-0.00284101034185335,0.0464868272610489,0.0390408493919571,0.0120808744858851,1,0.111496968073053,0.0351359963601275,-0.0455371679031953,0.0425620037346029
"vehicleDestroys",0.0630399030138216,0.101822609254272,0.104492806932409,0.0797813390965267,0.0508995582854229,0.0719644879891717,-0.0891410726353781,-0.00955252790474012,0.103555140831054,0.0776062416282783,0.0939196595954026,0.0655409516888365,-0.00986891819421017,0.0142519538039272,0.0432805326839695,0.0217938869203533,0.111496968073053,1,0.075678280017303,-0.0119672277521535,0.128383218443959
"weaponsAcquired",0.211582148836003,0.430626378806128,0.322858430022826,0.249663191908857,0.19239010884496,0.313986774815891,-0.518433932809725,0.0099768611728862,0.303844116983578,0.290209250123156,0.271098506171327,0.138748377788826,-0.0219035904191207,0.0114407315394241,0.175248819082045,0.0313225437032331,0.0351359963601275,0.075678280017303,1,0.00408540777188888,0.512267123115363
"winPoints",0.0234131896757809,-0.00431457414498304,0.0172065726502775,-0.00136946196917359,0.0066093484108698,-0.0094168526939939,-0.02428710880114,0.988722157762883,0.00545746256671547,0.0056196293139084,-0.0021927092847766,-0.0907825997006615,-0.147666748933718,-0.993910892266898,-0.00466801583715653,0.00322412060160504,-0.0455371679031953,-0.0119672277521535,0.00408540777188888,1,-0.0128948279739173
"Distance",0.242299608405737,0.573205633409935,0.336024114608179,0.254546926559306,0.208301227402293,0.441863726448806,-0.505616013894641,-0.00714958814434478,0.310240386802057,0.266883037943874,0.347870581865203,0.323337566880251,-0.0674738680472315,0.0284291448864109,0.198977030706347,0.0859490652057196,0.0425620037346029,0.128383218443959,0.512267123115363,-0.0128948279739173,1
